,UserID,Buy_ticket,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,number_of_adults,Daily_Avg_mins_spend_on_traveling_page
5720,1005721,No,436.0,Mobile,42610.0,15,4,Financial,99.0,15838.0,2.0,Yes,21.0,No,2.0,0.0,24.0
5722,1005723,Yes,234.0,Mobile,12610.0,18,5,Other,102.0,3013.0,1.0,No,24.0,No,3.0,0.0,7.0
5723,1005724,Yes,220.0,Mobile,12289.0,13,3,Other,71.0,2392.0,5.0,Yes,21.0,No,4.0,3.0,11.0
5724,1005725,No,338.0,Mobile,20647.0,1,4,Financial,72.0,5207.0,6.0,No,28.0,Yes,2.0,2.0,15.0
5725,1005726,No,271.0,Mobile,15081.0,1,4,Other,82.0,7020.0,4.0,Yes,25.0,Yes,4.0,1.0,17.0
5726,1005727,No,324.0,Mobile,49801.0,1,4,Financial,99.0,5728.0,2.0,No,25.0,Yes,3.0,1.0,13.0
5727,1005728,No,204.0,Mobile,45435.0,1,2,Financial,66.0,2435.0,1.0,Yes,21.0,No,3.0,0.0,13.0
5728,1005729,No,219.0,Mobile,20123.0,20,1,Medical,49.0,3856.0,3.0,No,20.0,No,2.0,0.0,19.0
5729,1005730,No,242.0,Mobile,46160.0,10,4,Entertainment,85.0,4689.0,9.0,No,18.0,No,3.0,0.0,9.0
5730,1005731,No,316.0,Mobile,12475.0,10,4,Entertainment,53.0,2989.0,5.0,No,25.0,Yes,2.0,2.0,14.0
5731,1005732,No,354.0,Mobile,7289.0,1,4,Financial,69.0,2164.0,6.0,No,20.0,No,3.0,0.0,17.0
5733,1005734,No,211.0,Mobile,9843.0,1,2,Financial,49.0,2756.0,2.0,No,19.0,No,2.0,1.0,9.0
5734,1005735,No,219.0,Mobile,25446.0,29,1,Financial,107.0,6440.0,8.0,No,26.0,No,4.0,2.0,19.0
5735,1005736,No,316.0,Mobile,40011.0,1,3,Financial,93.0,4026.0,6.0,No,23.0,No,4.0,0.0,8.0
5736,1005737,Yes,241.0,Mobile,14530.0,1,4,Entertainment,92.0,9961.0,7.0,Yes,21.0,No,3.0,0.0,10.0
5737,1005738,No,347.0,Mobile,46197.0,1,3,Entertainment,51.0,13273.0,3.0,No,20.0,No,4.0,1.0,29.0
5738,1005739,No,203.0,Mobile,25522.0,23,1,Medical,44.0,3585.0,3.0,No,43.0,Yes,4.0,1.0,14.0
5740,1005741,No,324.0,Mobile,28849.0,1,3,Medical,94.0,16575.125,9.0,No,23.0,No,4.0,0.0,26.0
5741,1005742,No,361.0,Mobile,42880.0,10,3,Financial,96.0,16575.125,5.0,No,18.0,No,4.0,0.0,29.0
5742,1005743,Yes,219.0,Mobile,16108.0,24,2,Financial,88.0,2491.0,1.0,Yes,28.0,Yes,2.0,0.0,6.0
5743,1005744,Yes,346.0,Mobile,43940.0,10,3,Financial,69.0,7366.0,7.0,No,27.0,Yes,3.0,3.0,21.0
5744,1005745,No,204.0,Mobile,39616.0,15,3,Financial,88.0,4827.0,1.0,No,26.0,No,4.0,1.0,13.0
5746,1005747,No,414.0,Mobile,29310.0,1,4,Entertainment,105.0,2702.0,10.0,No,26.0,Yes,2.0,1.0,22.0
5748,1005749,Yes,227.0,Mobile,33114.0,1,3,Medical,95.0,1127.0,1.0,No,23.0,No,3.0,0.0,6.0
5750,1005751,No,272.0,Mobile,44354.0,10,4,Entertainment,72.0,5719.0,3.0,Yes,25.0,No,1.0,1.0,13.0
5751,1005752,No,234.0,Mobile,10919.0,20,3,Financial,96.0,4246.0,1.0,No,16.0,No,1.0,1.0,13.0
5752,1005753,No,257.0,Mobile,51848.0,1,3,Financial,69.0,9755.0,3.0,Yes,23.0,No,4.0,3.0,17.0
5753,1005754,No,219.0,Mobile,20759.0,1,3,Financial,66.0,2119.0,3.0,No,17.0,No,2.0,0.0,16.0
5754,1005755,No,279.0,Mobile,27448.0,1,4,Medical,89.0,4337.0,5.0,Yes,43.0,Yes,3.0,1.0,23.0
5756,1005757,No,340.0,Mobile,19492.0,25,2,Financial,100.0,5947.0,0.0,No,23.0,No,4.0,2.0,17.0
5757,1005758,No,271.0,Mobile,42495.0,1,1,Other,106.0,3943.0,2.0,No,43.0,Yes,4.0,0.0,14.0
5758,1005759,No,301.0,Mobile,39839.0,1,4,Financial,106.0,16575.125,2.0,No,14.0,No,1.0,1.0,28.0
5759,1005760,No,197.0,Mobile,16915.0,1,2,Financial,97.0,2983.0,2.0,Yes,18.0,No,3.0,1.0,5.0
5760,1005761,No,204.0,Mobile,17916.0,1,2,Medical,100.0,6544.0,2.0,No,21.0,No,2.0,0.0,16.0
5761,1005762,No,361.0,Mobile,4144.0,22,3,Medical,73.0,16575.125,4.0,No,23.0,No,2.0,1.0,29.0
5762,1005763,No,331.0,Mobile,5981.0,1,4,Financial,90.0,5073.0,2.0,No,26.0,No,4.0,1.0,17.0
5763,1005764,Yes,256.0,Mobile,33895.0,16,4,Entertainment,93.0,2350.0,3.0,Yes,26.0,Yes,2.0,1.0,12.0
5764,1005765,Yes,421.0,Mobile,40710.0,24,2,Financial,110.0,2632.0,3.0,No,23.0,No,4.0,0.0,6.0
5765,1005766,No,272.0,Mobile,11756.0,17,2,Entertainment,41.0,5547.0,2.0,No,20.0,No,3.0,2.0,19.0
5766,1005767,No,309.0,Mobile,11844.0,1,3,Entertainment,68.0,4433.0,6.0,No,26.0,Yes,3.0,1.0,19.0
5767,1005768,No,317.0,Mobile,48901.0,1,3,Medical,92.0,13388.0,11.0,No,20.0,No,2.0,1.0,24.0
5768,1005769,No,234.0,Mobile,37797.0,10,2,Medical,95.0,6631.0,4.0,Yes,15.0,No,4.0,1.0,15.0
5770,1005771,No,234.0,Mobile,16527.0,1,3,Medical,70.0,4029.0,10.0,No,15.0,No,2.0,1.0,9.0
5771,1005772,No,196.0,Mobile,38390.0,1,3,Other,76.0,2602.0,1.0,No,28.0,No,1.0,1.0,14.0
5772,1005773,No,339.0,Mobile,45429.0,1,4,Medical,57.0,5458.0,6.0,No,19.0,No,3.0,0.0,13.0
5773,1005774,No,249.0,Mobile,7642.0,10,4,Entertainment,56.0,5537.0,1.0,No,18.0,No,2.0,0.0,13.0
5774,1005775,No,212.0,Mobile,27442.0,1,2,Financial,56.0,6885.0,3.0,Yes,19.0,No,3.0,1.0,17.0
5775,1005776,Yes,219.0,Mobile,26141.0,24,3,Entertainment,51.0,1140.0,1.0,No,22.0,No,4.0,0.0,9.0
5776,1005777,No,295.0,Mobile,43828.0,21,4,Financial,43.0,5782.0,7.0,No,27.0,No,3.0,1.0,15.0
5777,1005778,No,204.0,Mobile,47440.0,1,4,Entertainment,48.0,2285.0,1.0,No,15.0,No,3.0,1.0,14.0
5778,1005779,No,256.0,Mobile,25757.0,22,4,Other,94.0,5792.0,1.0,Yes,22.0,No,2.0,0.0,19.0
5779,1005780,Yes,212.0,Mobile,51669.0,13,2,Entertainment,91.0,9908.0,3.0,Yes,18.0,No,4.0,0.0,12.0
5780,1005781,No,353.0,Mobile,40947.0,14,4,Entertainment,69.0,5524.0,8.0,No,26.0,No,3.0,1.0,19.0
5781,1005782,No,421.0,Mobile,50542.0,11,5,Entertainment,98.0,5427.0,4.0,No,23.0,No,3.0,1.0,10.0
5782,1005783,No,293.0,Mobile,30377.0,1,2,Medical,99.0,5193.0,3.0,No,43.0,Yes,4.0,1.0,15.0
5784,1005785,No,437.0,Mobile,21214.0,21,3,Financial,86.0,16575.125,4.0,Yes,24.0,No,3.0,1.0,33.0
5787,1005788,No,369.0,Mobile,37279.0,1,1,Financial,47.0,16575.125,5.0,No,26.0,No,4.0,0.0,31.0
5788,1005789,No,316.0,Mobile,14711.0,12,4,Entertainment,92.0,5137.0,3.0,Yes,22.0,No,3.0,2.0,16.0
5792,1005793,No,234.0,Mobile,34200.0,1,2,Medical,54.0,3122.0,3.0,Yes,24.0,No,4.0,1.0,8.0
5793,1005794,No,271.0,Mobile,47330.0,1,4,Financial,73.0,2870.0,1.0,No,28.0,Yes,2.0,0.0,10.0
5794,1005795,No,256.0,Mobile,32832.0,1,3,Entertainment,43.0,9940.0,2.0,No,25.0,Yes,1.0,0.0,19.0
5795,1005796,No,257.0,Mobile,43405.0,13,4,Medical,45.0,8686.0,3.0,No,21.0,No,3.0,1.0,13.0
5796,1005797,No,196.0,Mobile,5534.0,1,3,Medical,104.0,2918.0,1.0,No,22.0,No,4.0,0.0,14.0
5797,1005798,No,220.0,Mobile,4798.0,1,3,Financial,104.0,5433.0,1.0,No,19.0,No,1.0,1.0,11.0
5798,1005799,No,241.0,Mobile,40155.0,15,4,Medical,43.0,6726.0,5.0,No,25.0,No,2.0,1.0,14.0
5799,1005800,No,234.0,Mobile,39424.0,1,3,Financial,61.0,5059.0,2.0,No,30.0,Yes,2.0,0.0,16.0
5800,1005801,Yes,212.0,Mobile,49177.0,17,3,Entertainment,44.0,2423.0,5.0,No,22.0,No,1.0,1.0,14.0
5801,1005802,No,286.0,Mobile,49183.0,1,3,Financial,65.0,2915.0,6.0,No,21.0,No,1.0,0.0,27.0
5802,1005803,No,264.0,Mobile,42883.0,1,4,Financial,67.0,5262.0,2.0,Yes,14.0,No,4.0,0.0,17.0
5803,1005804,No,204.0,Mobile,33425.0,1,3,Entertainment,50.0,4148.0,1.0,No,23.0,No,1.0,0.0,15.0
5804,1005805,No,241.0,Mobile,48097.0,1,4,Financial,61.0,9739.0,8.0,No,43.0,Yes,2.0,0.0,12.0
5805,1005806,Yes,234.0,Mobile,26430.0,26,4,Entertainment,70.0,5667.0,3.0,Yes,15.0,No,3.0,0.0,15.0
5806,1005807,Yes,398.0,Mobile,40919.0,24,4,Financial,81.0,10502.0,8.0,Yes,18.0,No,2.0,0.0,18.0
5807,1005808,No,406.0,Mobile,5461.0,1,2,Financial,77.0,2938.0,4.0,No,19.0,No,3.0,2.0,18.0
5809,1005810,No,323.0,Mobile,20129.0,11,3,Financial,36.0,7551.0,2.0,No,26.0,No,2.0,1.0,18.0
5810,1005811,No,286.0,Mobile,50575.0,1,4,Other,97.0,3033.0,1.0,Yes,19.0,No,2.0,1.0,9.0
5811,1005812,No,413.0,Mobile,6657.0,26,4,Other,78.0,16575.125,6.0,Yes,21.0,No,1.0,1.0,33.0
5812,1005813,No,233.0,Mobile,44703.0,1,1,Medical,73.0,1182.0,1.0,Yes,17.0,No,3.0,3.0,3.0
5814,1005815,No,316.0,Mobile,11766.0,23,2,Financial,47.0,4387.0,1.0,No,16.0,No,4.0,0.0,21.0
5815,1005816,No,234.0,Mobile,24443.0,10,3,Medical,49.0,11090.0,4.0,No,30.0,Yes,3.0,1.0,19.0
5817,1005818,No,182.0,Mobile,27016.0,1,2,Financial,55.0,4676.0,1.0,No,15.0,No,2.0,0.0,12.0
5818,1005819,No,173.0,Mobile,20026.0,12,2,Other,91.0,2691.0,3.0,No,22.0,No,3.0,0.0,8.0
5819,1005820,No,301.0,Mobile,24265.0,11,3,Entertainment,85.0,6383.0,1.0,No,22.0,No,1.0,1.0,16.0
5820,1005821,No,301.0,Mobile,15581.0,1,2,Entertainment,104.0,5720.0,4.0,No,25.0,No,3.0,1.0,21.0
5821,1005822,No,190.0,Mobile,10849.0,1,3,Other,96.0,2241.0,5.0,No,17.0,No,3.0,0.0,9.0
5823,1005824,No,188.0,Mobile,34226.0,1,1,Other,72.0,4021.0,6.0,Yes,27.0,No,3.0,1.0,16.0
5824,1005825,No,354.0,Mobile,41336.0,25,3,Medical,99.0,8684.0,2.0,No,43.0,Yes,2.0,0.0,25.0
5826,1005827,No,286.0,Mobile,46267.0,1,4,Financial,95.0,4486.0,2.0,No,23.0,No,1.0,2.0,21.0
5827,1005828,No,233.0,Mobile,40421.0,1,2,Financial,64.0,3113.0,1.0,No,29.0,No,3.0,1.0,6.0
5828,1005829,No,287.0,Mobile,17830.0,1,4,Financial,80.0,5371.0,2.0,No,15.0,No,4.0,1.0,13.0
5829,1005830,No,316.0,Mobile,19543.0,18,4,Financial,42.0,5451.0,8.0,Yes,21.0,No,3.0,1.0,19.0
5830,1005831,No,309.0,Mobile,22515.0,1,3,Financial,88.0,2830.0,5.0,No,43.0,Yes,1.0,1.0,17.0
5831,1005832,No,355.0,Mobile,40710.0,1,1,Medical,105.0,12012.0,0.0,No,26.0,No,1.0,2.0,20.0
5834,1005835,No,264.0,Mobile,48874.0,1,4,Medical,63.0,5146.0,2.0,No,23.0,No,2.0,0.0,16.0
5835,1005836,No,250.0,Mobile,17580.0,15,2,Medical,103.0,4927.0,0.0,Yes,20.0,No,1.0,1.0,13.0
5836,1005837,No,242.0,Mobile,9395.0,29,4,Financial,55.0,2890.0,3.0,No,16.0,No,3.0,0.0,9.0
5837,1005838,No,301.0,Mobile,19047.0,1,4,Financial,93.0,2458.0,10.0,No,22.0,No,3.0,2.0,11.0
5838,1005839,No,241.0,Mobile,8223.0,1,4,Medical,74.0,2316.0,2.0,No,21.0,No,2.0,1.0,4.0
5839,1005840,No,293.0,Mobile,4109.0,24,1,Financial,64.0,4152.0,9.0,No,21.0,No,1.0,0.0,23.0
5841,1005842,No,241.0,Mobile,28083.0,1,4,Entertainment,53.0,10470.0,3.0,No,25.0,No,3.0,2.0,19.0
5843,1005844,No,189.0,Mobile,48407.0,1,2,Other,92.0,4960.0,0.0,Yes,30.0,Yes,2.0,1.0,10.0
5844,1005845,No,392.0,Mobile,20510.0,29,4,Financial,54.0,3534.0,4.0,No,27.0,No,2.0,2.0,25.0
5845,1005846,No,331.0,Mobile,36330.0,1,3,Medical,56.0,2482.0,7.0,Yes,17.0,No,3.0,0.0,9.0
5846,1005847,No,158.0,Mobile,17567.0,1,1,Medical,64.0,2439.0,3.0,Yes,19.0,No,4.0,0.0,3.0
5847,1005848,No,294.0,Mobile,3713.0,1,3,Financial,100.0,16575.125,4.0,No,19.0,No,3.0,0.0,24.0
5848,1005849,Yes,173.0,Mobile,22374.0,1,3,Entertainment,40.0,1841.0,1.0,No,30.0,No,1.0,1.0,10.0
5849,1005850,No,272.0,Mobile,19538.0,1,3,Medical,103.0,7695.0,0.0,No,25.0,No,3.0,2.0,18.0
5851,1005852,No,422.0,Mobile,23376.0,1,4,Financial,72.0,6365.0,2.0,No,25.0,Yes,1.0,1.0,18.0
5852,1005853,Yes,218.0,Mobile,38251.0,1,4,Medical,47.0,4831.0,11.0,Yes,23.0,No,2.0,3.0,7.0
5853,1005854,No,316.0,Mobile,10532.0,1,3,Financial,67.0,16575.125,7.0,No,23.0,No,1.0,0.0,29.0
5854,1005855,Yes,421.0,Mobile,10890.0,1,2,Entertainment,81.0,2391.0,9.0,No,22.0,No,4.0,1.0,20.0
5855,1005856,No,309.0,Mobile,20419.0,28,4,Financial,69.0,13621.0,0.0,No,43.0,Yes,3.0,1.0,25.0
5856,1005857,No,256.0,Mobile,24684.0,28,3,Entertainment,108.0,6760.0,2.0,No,27.0,Yes,4.0,2.0,11.0
5857,1005858,No,271.0,Mobile,10573.0,15,4,Entertainment,101.0,5448.0,3.0,No,27.0,Yes,1.0,1.0,15.0
5858,1005859,No,309.0,Mobile,32595.0,1,3,Financial,64.0,8979.0,4.0,No,16.0,No,3.0,1.0,20.0
5859,1005860,No,241.0,Mobile,18559.0,1,3,Entertainment,88.0,2479.0,3.0,No,18.0,No,4.0,0.0,5.0
5860,1005861,No,264.0,Mobile,40160.0,26,4,Financial,37.0,8891.0,2.0,Yes,20.0,No,3.0,0.0,14.0
5861,1005862,No,287.0,Mobile,12108.0,10,2,Financial,147.0,5392.0,3.0,No,14.0,No,3.0,1.0,17.0
5862,1005863,Yes,376.0,Mobile,30763.0,1,4,Financial,100.0,6782.0,8.0,No,20.0,No,4.0,2.0,14.0
5863,1005864,No,271.0,Mobile,39237.0,11,4,Entertainment,110.0,6692.0,5.0,No,18.0,No,1.0,1.0,11.0
5865,1005866,No,301.0,Mobile,46302.0,1,4,Financial,57.0,2857.0,2.0,No,20.0,No,4.0,0.0,9.0
5866,1005867,No,264.0,Mobile,41998.0,18,4,Financial,94.0,5749.0,2.0,Yes,25.0,No,4.0,2.0,17.0
5867,1005868,No,301.0,Mobile,41831.0,1,4,Medical,104.0,2052.0,3.0,No,17.0,No,2.0,3.0,23.0
5868,1005869,No,264.0,Mobile,10089.0,1,4,Financial,77.0,3034.0,1.0,No,16.0,No,4.0,1.0,12.0
5869,1005870,No,219.0,Mobile,48276.0,13,2,Other,55.0,4066.0,4.0,Yes,23.0,No,1.0,1.0,11.0
5870,1005871,No,218.0,Mobile,16411.0,28,4,Medical,84.0,3839.0,1.0,No,20.0,No,2.0,0.0,12.0
5871,1005872,Yes,377.0,Mobile,14391.0,28,3,Entertainment,54.0,10907.0,6.0,Yes,22.0,No,2.0,1.0,23.0
5874,1005875,No,197.0,Mobile,40879.0,1,3,Other,45.0,3017.0,2.0,No,27.0,No,4.0,0.0,14.0
5876,1005877,No,294.0,Mobile,21498.0,1,10,Medical,49.0,10038.0,4.0,No,22.0,No,1.0,1.0,11.0
5877,1005878,No,204.0,Mobile,5473.0,1,3,Financial,95.0,6194.0,3.0,Yes,30.0,Yes,2.0,1.0,12.0
5878,1005879,No,369.0,Mobile,35845.0,1,3,Medical,74.0,5436.0,3.0,No,24.0,No,4.0,0.0,20.0
5880,1005881,Yes,315.0,Mobile,38576.0,1,2,Beach,105.0,6005.0,8.0,Yes,23.0,No,1.0,0.0,8.0
5881,1005882,No,379.0,Laptop,9776.0,8,1,Beach,64.0,5142.0,1.0,No,33.0,Yes,4.0,1.0,10.0
5882,1005883,Yes,290.0,Mobile,48060.0,2,2,Other,103.0,2096.0,6.0,Yes,19.0,No,2.0,0.0,7.0
5883,1005884,No,255.0,Laptop,48725.0,3,4,Beach,59.0,2913.0,1.0,Yes,19.0,No,3.0,0.0,8.0
5884,1005885,No,211.0,Mobile,20690.0,2,1,Historical site,43.0,3475.0,9.0,No,16.0,No,4.0,1.0,6.0
5885,1005886,No,250.0,Laptop,35184.0,2,2,Beach,84.0,3074.0,0.0,No,23.0,No,3.0,0.0,8.0
5886,1005887,No,451.0,Mobile,46348.0,3,3,Historical site,90.0,2682.0,4.0,Yes,30.0,Yes,1.0,3.0,12.0
5887,1005888,No,231.0,Mobile,47537.0,24,1,Beach,77.0,2703.0,1.0,No,30.0,Yes,2.0,1.0,1.0
5888,1005889,No,295.0,Laptop,7572.0,23,3,Beach,48.0,9532.0,0.0,No,33.0,Yes,2.0,0.0,10.0
5889,1005890,No,281.0,Mobile,45471.0,27,3,Historical site,100.0,5241.0,6.0,No,16.0,No,2.0,2.0,17.0
5890,1005891,No,269.0,Mobile,28321.0,16,3,Historical site,90.0,2437.0,0.0,No,20.0,No,3.0,1.0,6.0
5891,1005892,No,222.0,Mobile,5367.0,15,2,Beach,56.0,4197.0,0.0,Yes,21.0,No,4.0,0.0,10.0
5892,1005893,No,244.0,Mobile,23453.0,26,1,Beach,38.0,2914.0,1.0,No,27.0,No,4.0,1.0,5.0
5893,1005894,No,264.0,Mobile,47122.0,19,2,Historical site,102.0,2664.0,0.0,No,14.0,No,3.0,1.0,3.0
5894,1005895,Yes,221.0,Mobile,3611.0,24,3,Beach,59.0,2037.0,5.0,Yes,17.0,No,2.0,0.0,6.0
5895,1005896,No,227.0,Mobile,48626.0,21,4,Beach,60.0,9992.0,1.0,No,15.0,No,3.0,1.0,10.0
5896,1005897,No,246.0,Mobile,11699.0,5,2,Beach,90.0,3306.0,0.0,Yes,19.0,No,4.0,2.0,7.0
5897,1005898,No,174.0,Mobile,39309.0,16,2,Historical site,104.0,2946.0,1.0,Yes,21.0,No,2.0,2.0,1.0
5898,1005899,No,402.0,Mobile,42675.0,2,4,Beach,89.0,15434.0,2.0,No,21.0,No,3.0,0.0,31.0
5899,1005900,No,295.0,Mobile,12991.0,2,3,Beach,55.0,3951.0,5.0,Yes,17.0,No,3.0,0.0,6.0
5900,1005901,No,184.0,Mobile,23567.0,11,2,Other,102.0,4017.0,0.0,No,30.0,No,4.0,1.0,5.0
5901,1005902,Yes,276.0,Mobile,42640.0,9,4,Beach,94.0,3417.0,7.0,No,28.0,Yes,2.0,0.0,10.0
5902,1005903,No,258.0,Mobile,14673.0,7,4,Beach,65.0,12001.0,0.0,No,16.0,No,3.0,0.0,13.0
5903,1005904,No,168.0,Mobile,13695.0,15,2,Beach,103.0,1237.0,1.0,No,22.0,No,4.0,0.0,0.0
5904,1005905,Yes,259.0,Mobile,24471.0,6,1,Historical site,88.0,2967.0,2.0,No,14.0,No,3.0,0.0,8.0
5905,1005906,No,404.0,Mobile,44879.0,5,3,Other,64.0,16575.125,4.0,No,18.0,No,4.0,1.0,26.0
5906,1005907,Yes,250.0,Laptop,39379.0,16,1,Beach,80.0,3926.0,1.0,Yes,33.0,Yes,2.0,0.0,10.0
5907,1005908,No,318.0,Mobile,24195.0,8,4,Other,54.0,6835.0,0.0,No,14.0,No,4.0,1.0,10.0
5908,1005909,No,333.0,Mobile,16698.0,7,4,Historical site,51.0,10258.0,3.0,No,26.0,No,4.0,1.0,24.0
5909,1005910,No,355.0,Mobile,24685.0,2,4,Other,87.0,16575.125,3.0,No,17.0,No,4.0,0.0,22.0
5910,1005911,No,252.0,Mobile,32352.0,2,3,Historical site,88.0,2504.0,4.0,No,18.0,No,4.0,0.0,7.0
5911,1005912,No,338.0,Mobile,51073.0,10,4,Other,53.0,6468.0,2.0,Yes,21.0,No,4.0,0.0,9.0
5912,1005913,No,232.0,Mobile,4382.0,9,2,Historical site,92.0,2217.0,1.0,No,22.0,No,1.0,0.0,10.0
5913,1005914,Yes,304.0,Mobile,31335.0,5,3,Trekking,59.0,2098.0,3.0,No,23.0,No,3.0,1.0,19.0
5914,1005915,Yes,190.0,Mobile,28458.0,1,3,Historical site,72.0,2297.0,2.0,Yes,21.0,No,1.0,1.0,6.0
5915,1005916,No,332.0,Mobile,44563.0,2,2,Historical site,83.0,2648.0,1.0,No,16.0,No,4.0,2.0,6.0
5916,1005917,Yes,378.0,Mobile,30420.0,3,2,Other,96.0,2689.0,1.0,Yes,18.0,No,3.0,0.0,3.0
5917,1005918,No,273.0,Mobile,31157.0,2,3,Other,108.0,2026.0,1.0,No,25.0,No,1.0,0.0,2.0
5918,1005919,No,282.0,Mobile,29824.0,5,4,Beach,90.0,3430.0,9.0,Yes,22.0,No,4.0,1.0,6.0
5919,1005920,No,253.0,Laptop,39944.0,1,3,Beach,53.0,5385.0,2.0,No,29.0,No,1.0,2.0,10.0
5920,1005921,No,271.0,Mobile,16249.0,4,2,Other,79.0,1958.0,1.0,No,19.0,No,3.0,1.0,1.0
5921,1005922,No,212.0,Mobile,43404.0,2,4,Beach,41.0,2353.0,1.0,No,23.0,No,4.0,1.0,1.0
5922,1005923,Yes,199.0,Mobile,47507.0,25,3,Beach,51.0,2297.0,1.0,No,24.0,No,3.0,0.0,1.0
5923,1005924,No,215.0,Laptop,34793.0,8,3,Beach,41.0,8732.0,1.0,No,27.0,No,4.0,0.0,9.0
5924,1005925,No,228.0,Laptop,25245.0,1,2,Historical site,61.0,4017.0,1.0,No,26.0,Yes,4.0,0.0,12.0
5925,1005926,Yes,317.0,Mobile,47608.0,12,3,Trekking,56.0,16575.125,1.0,No,20.0,No,4.0,0.0,23.0
5926,1005927,No,258.0,Mobile,37279.0,23,4,Other,77.0,4580.0,0.0,No,30.0,Yes,3.0,0.0,10.0
5927,1005928,No,281.0,Mobile,14289.0,19,2,Beach,76.0,3033.0,4.0,No,32.0,Yes,1.0,0.0,8.0
5928,1005929,No,356.0,Laptop,42388.0,5,4,Other,107.0,5782.0,4.0,Yes,32.0,Yes,3.0,0.0,14.0
5929,1005930,No,268.0,Mobile,43022.0,8,1,Beach,44.0,2275.0,1.0,No,28.0,No,4.0,0.0,1.0
5930,1005931,Yes,366.0,Mobile,21921.0,1,2,Beach,105.0,5391.0,9.0,Yes,21.0,No,4.0,0.0,23.0
5931,1005932,Yes,219.0,Mobile,50199.0,5,4,Trekking,56.0,3447.0,1.0,Yes,17.0,No,3.0,0.0,2.0
5932,1005933,No,335.0,Mobile,52091.0,1,5,Other,87.0,5466.0,5.0,Yes,29.0,Yes,3.0,1.0,9.0
5933,1005934,No,266.0,Mobile,38405.0,11,2,Historical site,85.0,9888.0,2.0,Yes,23.0,No,3.0,1.0,10.0
5934,1005935,No,204.0,Mobile,50512.0,23,3,Other,58.0,4166.0,7.0,Yes,24.0,No,3.0,1.0,5.0
5935,1005936,No,254.0,Laptop,18033.0,1,2,Beach,108.0,13467.0,1.0,Yes,24.0,No,3.0,0.0,15.0
5936,1005937,No,274.0,Laptop,29863.0,18,5,Beach,81.0,9078.0,1.0,No,28.0,Yes,4.0,1.0,9.0
5937,1005938,No,270.0,Mobile,39980.0,23,4,Historical site,37.0,4023.0,3.0,Yes,26.0,No,3.0,1.0,4.0
5938,1005939,No,241.0,Mobile,22937.0,7,4,Beach,56.0,5920.0,3.0,No,28.0,Yes,4.0,1.0,10.0
5939,1005940,No,285.0,Mobile,39033.0,1,4,Beach,61.0,6002.0,1.0,No,27.0,No,3.0,1.0,7.0
5940,1005941,No,249.0,Mobile,14951.0,1,3,Historical site,36.0,6171.0,1.0,Yes,29.0,Yes,2.0,1.0,9.0
5941,1005942,No,291.0,Laptop,22859.0,29,5,Beach,56.0,2413.0,1.0,No,14.0,No,4.0,0.0,10.0
5942,1005943,No,379.0,Mobile,34626.0,7,2,Historical site,52.0,16575.125,5.0,Yes,16.0,No,4.0,1.0,29.0
5943,1005944,No,448.0,Mobile,50228.0,25,3,Beach,111.0,7640.0,7.0,No,23.0,No,4.0,0.0,28.0
5944,1005945,No,277.0,Mobile,42809.0,8,3,Trekking,63.0,10108.0,1.0,No,23.0,No,2.0,3.0,17.0
5945,1005946,No,417.0,Mobile,29265.0,8,3,Historical site,37.0,14762.0,2.0,Yes,23.0,No,3.0,3.0,21.0
5946,1005947,No,280.0,Laptop,41832.0,11,3,Beach,99.0,6510.0,1.0,No,25.0,No,3.0,0.0,6.0
5947,1005948,No,347.0,Mobile,46870.0,7,3,Beach,65.0,9735.0,2.0,No,27.0,No,3.0,1.0,25.0
5948,1005949,No,268.0,Laptop,23249.0,1,3,Historical site,88.0,2204.0,4.0,No,20.0,No,4.0,1.0,5.0
5949,1005950,Yes,278.0,Mobile,11141.0,9,3,Historical site,83.0,3392.0,0.0,Yes,26.0,No,1.0,1.0,2.0
5950,1005951,No,455.0,Laptop,42885.0,1,1,Beach,67.0,5483.0,7.0,No,21.0,No,4.0,0.0,20.0
5951,1005952,No,229.0,Mobile,46488.0,2,3,Beach,88.0,2713.0,0.0,No,33.0,Yes,4.0,1.0,6.0
5952,1005953,No,236.0,Mobile,37873.0,1,4,Historical site,95.0,2512.0,1.0,No,29.0,No,2.0,0.0,1.0
5953,1005954,No,249.0,Mobile,19192.0,1,3,Beach,70.0,6223.0,1.0,No,26.0,No,2.0,2.0,10.0
5954,1005955,No,280.0,Mobile,4630.0,6,3,Beach,62.0,3048.0,3.0,No,23.0,No,2.0,0.0,5.0
5955,1005956,No,236.0,Mobile,26114.0,8,4,Beach,70.0,4431.0,1.0,No,33.0,Yes,4.0,0.0,11.0
5956,1005957,No,275.0,Mobile,27163.0,1,4,Other,41.0,4322.0,0.0,No,25.0,No,2.0,0.0,16.0
5957,1005958,No,346.0,Mobile,6766.0,6,4,Other,55.0,13252.0,4.0,Yes,17.0,No,2.0,0.0,17.0
5958,1005959,No,287.0,Mobile,13905.0,7,4,Historical site,41.0,13676.0,4.0,No,24.0,No,1.0,0.0,16.0
